row_number	crash_date	crash_report_id	crash_time	collision_type	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	has_st_number	is_intersection_null	address_sent_to_geocoder	api_coord_conf	best_coordinate_set	manually_qaed_record	street_intersects_self	best_coordinate_set_expanded	final_lat	final_lon	pvd_nhood	pvd_wards
969	2019-07-13	788463	01:22:00	Other	NA	1	TRUE	FALSE	1	Atwells Ave	SUTTON ST	7/13/19	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	2	1	Complains Of Pain	NA	41.82376	-71.42929	FALSE	FALSE	Atwells Ave and Sutton Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82376	-71.42929	Federal Hill	13
967	2019-07-16	788891	19:37:00	Pedestrian	1	NA	FALSE	FALSE	1	DEAN ST	KINSLEY AVE	7/16/19	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.82747	-71.42616	FALSE	FALSE	Dean Street and Kinsley Ave, Providence, RI, USA	Med High	Raw	TRUE	FALSE	Raw	41.82747	-71.42616	Smith Hill	13
966	2019-07-17	789112	19:30:00	Pedestrian	1	NA	FALSE	FALSE	1	Broad St	Potters Ave	7/18/19	Two-Way , Not Divided	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	4	1	Complains Of Pain	2	41.80296	-71.41895	FALSE	FALSE	Broad Street and Potters Ave, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.80296	-71.41895	Elmwood	9
965	2019-07-18	789107	17:53:00	Bicycle	NA	1	FALSE	FALSE	1	UPTON AVE	BLACKSTONE BLVD	7/18/19	One-Way Trafficway	Wet	Other	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Complains Of Pain	NA	41.83957	-71.38575	FALSE	FALSE	Upton Ave and Blackstone Blvd, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83957	-71.38575	Blackstone	2
964	2019-07-19	789161	08:09:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	CAHIR ST	7/19/19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	4	1	Complains Of Pain	NA	41.81692	-71.41795	FALSE	FALSE	Broad Street and Cahir Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.81692	-71.41795	Upper South Providence	11
963	2019-07-21	789421	18:56:00	Bicycle	NA	1	FALSE	FALSE	1	BROAD ST	PAYTON ST	7/21/19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	2	1	Complains Of Pain	NA	41.78841	-71.40366	FALSE	FALSE	Broad Street and Payton Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.78841	-71.40366	Washington Park	10
961	2019-07-22	789493	16:47:00	Pedestrian	1	NA	FALSE	FALSE	1	FRIENDSHIP ST	DORRANCE ST	7/22/19	One-Way Trafficway	Dry	Daylight	Clear	Angle (Front - to - Side) Same Direction	No	No Controls	2	1	Complains Of Pain	NA	41.82196	-71.4095	FALSE	FALSE	Friendship Street and Dorrance Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82196	-71.4095	Downtown	1
962	2019-07-22	789511	18:22:00	Bicycle	NA	1	FALSE	FALSE	1	CHARLES ST	CHARLES ST EXIT 23	7/22/19	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Yield Signs	1	1	Complains Of Pain	NA	41.83785	-71.41426	FALSE	FALSE	Charles Street and Charles St Exit 23, Providence, RI, USA	Med	Raw	TRUE	FALSE	Raw	41.83785	-71.41426	Mount Hope	4
959	2019-07-23	789571	08:33:00	Pedestrian	1	NA	FALSE	FALSE	1	MATHEWSON ST	FOUNTAIN ST	7/23/19	One-Way Trafficway	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	5	1	Complains Of Pain	NA	41.82371	-71.41586	FALSE	FALSE	Mathewson Street and Fountain Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82371	-71.41586	Downtown	1
960	2019-07-23	789588	08:00:00	Bicycle	NA	1	FALSE	FALSE	1	BROADWAY	VALLEY ST	7/23/19	Two-Way, Divided, Unprotected (painted>4feet) Medium	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.81684	-71.44101	FALSE	FALSE	Broadway and Valley Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.81684	-71.44101	Olneyville	15
957	2019-07-24	789754	12:55:00	Bicycle	NA	1	FALSE	FALSE	1	MEMORIAL BLVD	FRANCIS ST	7/24/19	Two-Way, Divided, Positive Median Barrier	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	0	No Injury	NA	41.8259	-71.41535	FALSE	FALSE	Memorial Blvd and Francis Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.8259	-71.41535	Downtown	12
958	2019-07-24	789813	20:40:00	Bicycle	NA	1	FALSE	FALSE	1	TERRACE AVE	WEBSTER AVE	7/24/19	Two-Way , Not Divided	Dry	Dark - Unknown Lighting	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Unknown	1	1	Complains Of Pain	NA	41.80371	-71.4474	FALSE	FALSE	Terrace Ave and Webster Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80371	-71.4474	NA	NA
956	2019-07-25	789994	21:57:00	Bicycle	NA	1	FALSE	FALSE	1	EDDY ST	RICHMOND ST	7/26/19	Two-Way, Divided, Positive Median Barrier	Dry	Dark - Not Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	4	41.81607	-71.40661	FALSE	FALSE	Eddy Street and Richmond Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81607	-71.40661	Downtown	1
955	2019-07-28	790308	18:54:00	Bicycle	NA	1	FALSE	FALSE	1	121 ROGER WILLIAMS AVE	NARRAGANSETT AVE	7/29/19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.78851	-71.42364	TRUE	FALSE	121 Roger Williams Ave, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.78851	-71.42364	Reservoir	8
953	2019-08-01	790691	13:47:00	Bicycle	NA	1	FALSE	FALSE	1	BROAD ST	PEARL ST	8/1/19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.8149	-71.42087	FALSE	FALSE	Broad Street and Pearl Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.8149	-71.42087	West End	11
954	2019-08-01	790704	16:05:00	Bicycle	NA	1	FALSE	FALSE	1	81 DELAINE STREET	SONOMA CT	8/1/19	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Sideswipe, Same Direction	No	No Controls	2	1	Complains Of Pain	2	41.81948	-71.44192	TRUE	FALSE	81 Delaine Street, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.81948	-71.44192	Olneyville	15
952	2019-08-02	790872	23:38:00	Bicycle	NA	1	FALSE	FALSE	1	ATWELLS AVE	BOND ST	8/3/19	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, Driver Left Scene	No Controls	1	0	No Injury	NA	41.82333	-71.42318	FALSE	FALSE	Atwells Ave and Bond Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82333	-71.42318	Federal Hill	13
949	2019-08-03	790916	14:30:00	Bicycle	NA	1	FALSE	FALSE	1	BROAD ST	LOCKWOOD ST	8/3/19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.81536	-71.42062	FALSE	FALSE	Broad Street and Lockwood Street, Providence, RI, USA	Med	Raw	TRUE	FALSE	Raw	41.81536	-71.42062	West End	11
950	2019-08-03	790982	22:30:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	VERNDALE AVE	8/4/19	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Other	Yes, M/V and Driver Left Scene	No Controls	2	1	Incapacitating	NA	41.79177	-71.40668	FALSE	FALSE	Broad Street and Verndale Ave, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.79177	-71.40668	Washington Park	10
947	2019-08-08	791398	09:48:00	Bicycle	NA	1	FALSE	FALSE	1	ATWELLS AVE	VALLEY ST	8/8/19	Two-Way, Divided, Positive Median Barrier	Wet	Dark - Lighted	Cloudy	Other	No	No Controls	4	1	Complains Of Pain	NA	41.82456	-71.4395	FALSE	FALSE	Atwells Ave and Valley Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82456	-71.4395	Olneyville	15
946	2019-08-09	791459	22:49:00	Bicycle	NA	1	FALSE	FALSE	1	174 Linwood ave	DEXTER ST	8/10/19	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Angle (Front - to - Side) Same Direction	No	No Controls	3	1	Complains Of Pain	NA	41.806	-71.43194	TRUE	FALSE	174 Linwood Ave, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.806	-71.43194	West End	8
944	2019-08-10	791488	17:02:00	Pedestrian	1	NA	FALSE	FALSE	1	Pleasant Valley Parkway	Winrooth Ave	8/10/19	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	0	No Injury	1	41.83545	-71.43677	FALSE	FALSE	Pleasant Valley Parkway and Winrooth Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83545	-71.43677	Elmhurst	5
945	2019-08-10	791503	19:20:00	Pedestrian	1	NA	FALSE	FALSE	1	S MAIN ST	TRANSIT ST	8/10/19	One-Way Trafficway	Dry	Dusk	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Non-Incapacitating	NA	41.82012	-71.40301	FALSE	FALSE	S Main Street and Transit Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82012	-71.40301	Fox Point	1
942	2019-08-11	791569	16:26:00	Bicycle	NA	1	FALSE	FALSE	1	N MAIN ST	SMITH ST	8/11/19	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.8315	-71.41063	FALSE	FALSE	N Main Street and Smith Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.8315	-71.41063	College Hill	3
943	2019-08-11	791597	20:37:00	Bicycle	NA	1	FALSE	FALSE	1	Plainfield Street	Union Street	8/11/19	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Angle (Front - to - Side) Same Direction	No	Stop Signs	4	1	Complains Of Pain	NA	41.8088	-71.46314	FALSE	FALSE	Plainfield Street and Union Street, Providence, RI, USA	Med	Raw	TRUE	FALSE	Raw	41.8088	-71.46314	Silver Lake	7
941	2019-08-15	791957	18:41:00	Pedestrian	1	NA	FALSE	FALSE	1	REGENT AVE	HURON ST	8/15/19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	0	No Injury	NA	41.8295	-71.44139	FALSE	FALSE	Regent Ave and Huron Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.8295	-71.44139	Valley	6
938	2019-08-16	791989	14:50:00	Bicycle	NA	1	FALSE	FALSE	1	ELMWOOD AVE	WILSON STREET	8/16/19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.81119	-71.42317	FALSE	FALSE	Elmwood Ave and Wilson Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81119	-71.42317	West End	11
939	2019-08-16	792001	15:48:00	Bicycle	NA	1	FALSE	FALSE	1	F C GREENE MEMORIAL BLVD	CARR ST	8/16/19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Incapacitating	NA	41.78713	-71.41026	FALSE	FALSE	F C Greene Memorial Blvd and Carr Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.78713	-71.41026	South Elmwood	9
940	2019-08-16	792184	20:13:00	Pedestrian	1	NA	FALSE	FALSE	1	FRANCIS ST	AMERICAN EXPRESS PLZ	8/19/19	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	4	1	Complains Of Pain	NA	41.82741	-71.41541	FALSE	FALSE	Francis Street and American Express Plz, Providence, RI, USA	Med	Raw	TRUE	FALSE	Raw	41.82741	-71.41541	Downtown	12
937	2019-08-23	792659	20:38:00	Bicycle	NA	1	FALSE	FALSE	1	PONAGANSETT AVE / DRESSER ST	PONAGANSETT AVE	8/23/19	Two-Way , Not Divided	Dry	Dusk	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.81979	-71.4584	FALSE	FALSE	Ponagansett Ave / Dresser Street and Ponagansett Ave, Providence, RI, USA	Med	Raw	TRUE	FALSE	Raw	41.81979	-71.4584	Hartford	7
935	2019-08-25	792734	00:56:00	Pedestrian	1	NA	FALSE	FALSE	1	ORMS ST	CANDACE ST	8/25/19	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Other	Yes, M/V and Driver Left Scene	No Controls	3	1	Complains Of Pain	NA	41.83378	-71.42189	FALSE	FALSE	Orms Street and Candace Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83378	-71.42189	Smith Hill	12
933	2019-08-29	793187	14:54:00	Pedestrian	1	NA	FALSE	FALSE	1	863 BROAD STREET	OXFORD ST	8/29/19	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.80061	-71.41763	TRUE	FALSE	863 Broad Street, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.80061	-71.41763	Elmwood	10
934	2019-08-29	793201	10:00:00	Pedestrian	1	NA	FALSE	FALSE	1	DEAN ST	ATWELLS AVE	8/29/19	Two-Way, Not Divided With a Continuous Left Turn Lane	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	6	1	Complains Of Pain	NA	41.82341	-71.42423	FALSE	FALSE	Dean Street and Atwells Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82341	-71.42423	Federal Hill	13
931	2019-08-31	793399	16:13:00	Pedestrian	1	NA	FALSE	FALSE	1	PLAINFIELD STREET	KILLINGLY ST	8/31/19	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Non-Incapacitating	NA	41.81265	-71.45897	FALSE	FALSE	Plainfield Street and Killingly Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81265	-71.45897	Hartford	7
929	2019-09-01	794424	02:08:00	Pedestrian	1	NA	FALSE	FALSE	1	1193 Eddy Street	NA	9/1/19	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Incapacitating	NA	41.79321	-71.40396	TRUE	TRUE	1193 Eddy Street, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.79321	-71.40396	Washington Park	10
930	2019-09-01	794468	19:42:00	Pedestrian	1	NA	FALSE	FALSE	1	HAMMOND ST	DIVISION ST	9/1/19	Two-Way , Not Divided	Dry	Dark - Lighted	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	4	1	Complains Of Pain	NA	41.81507	-71.42855	FALSE	FALSE	Hammond Street and Division Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81507	-71.42855	West End	13
928	2019-09-02	794476	00:12:00	Bicycle	NA	1	FALSE	FALSE	1	Elmwood Ave	Roger Williams Ave	9/2/19	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.78767	-71.42041	FALSE	FALSE	Elmwood Ave and Roger Williams Ave, Providence, RI, USA	Med High	Raw	TRUE	FALSE	Raw	41.78767	-71.42041	Elmwood	9
927	2019-09-03	794517	03:47:00	Pedestrian	1	NA	FALSE	FALSE	1	551 North Main ST	N MAIN ST	9/3/19	Two-Way, Divided, Positive Median Barrier	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.8371	-71.4095	TRUE	FALSE	551 North Main Street, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.8371	-71.4095	College Hill	3
926	2019-09-05	794790	22:59:00	Pedestrian	1	NA	FALSE	FALSE	1	KENNEDY PLAZA	DORRANCE ST	9/6/19	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.82415	-71.41232	FALSE	FALSE	Kennedy Plaza and Dorrance Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82415	-71.41232	Downtown	1
925	2019-09-08	795002	00:58:00	Bicycle	NA	1	FALSE	FALSE	1	BRANCH AVE	95 SOUTH ON-RAMP	9/8/19	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Non-Incapacitating	NA	41.85064	-71.42521	FALSE	FALSE	Branch Ave and 95 South On-Ramp, Providence, RI, USA	Med	Raw	TRUE	FALSE	Raw	41.85064	-71.42521	Wanskuck	14
924	2019-09-12	795441	23:14:00	Pedestrian	1	NA	FALSE	FALSE	1	Oakland Ave.	CHAD BROWN ST	9/13/19	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Non-Incapacitating	NA	41.8389	-71.42936	FALSE	FALSE	Oakland Ave. and Chad Brown Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.8389	-71.42936	Elmhurst	12
922	2019-09-13	795476	07:32:00	Pedestrian	1	NA	FALSE	FALSE	1	NARRAGANSETT BLVD	CALIFORNIA AVE	9/13/19	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.7892	-71.39606	FALSE	FALSE	Narragansett Blvd and California Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.7892	-71.39606	Washington Park	10
923	2019-09-13	795511	17:53:00	Pedestrian	1	NA	FALSE	FALSE	1	VALLEY ST	DELAINE ST	9/13/19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Non-Incapacitating	NA	41.81951	-71.4405	FALSE	FALSE	Valley Street and Delaine Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81951	-71.4405	Olneyville	15
920	2019-09-14	795544	15:16:00	Pedestrian	1	NA	FALSE	FALSE	1	SERVICE ROAD 8	BROAD ST	9/14/19	One-Way Trafficway	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	4	1	Non-Incapacitating	NA	41.818	-71.41637	FALSE	FALSE	Service Road 8 and Broad Street, Providence, RI, USA	Med High	Raw	TRUE	FALSE	Raw	41.818	-71.41637	Downtown	1
921	2019-09-14	796573	19:31:00	Bicycle	NA	2	FALSE	FALSE	1	FISK ST	BERNARD ST	9/14/19	Two-Way , Not Divided	Wet	Dark - Unknown Lighting	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	4	2	Non-Incapacitating	NA	41.79002	-71.40751	FALSE	FALSE	Fisk Street and Bernard Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.79002	-71.40751	Washington Park	10
918	2019-09-16	796739	16:30:00	Bicycle	NA	NA	FALSE	FALSE	2	N MAIN ST	MEETING ST	9/16/19	Two-Way , Not Divided	Dry	Daylight	Clear	Sideswipe, Same Direction	No	No Controls	3	1	Complains Of Pain	NA	41.82849	-71.40959	FALSE	FALSE	N Main Street and Meeting Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.82849	-71.40959	Downtown	1
916	2019-09-17	796787	07:46:00	Pedestrian	1	NA	FALSE	FALSE	1	CRANSTON ST	BRIDGHAM ST	9/17/19	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	4	1	Complains Of Pain	NA	41.81396	-71.42694	FALSE	FALSE	Cranston Street and Bridgham Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81396	-71.42694	West End	13
917	2019-09-17	796855	21:56:00	Bicycle	NA	1	FALSE	FALSE	1	SOUTH ST	RICHMOND ST	9/17/19	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Complains Of Pain	NA	41.81737	-71.40785	FALSE	FALSE	South Street and Richmond Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.81737	-71.40785	Downtown	1
913	2019-09-19	797015	08:33:00	Pedestrian	1	NA	FALSE	FALSE	1	STATE ST	SMITH ST	9/19/19	One-Way Trafficway	Dry	Daylight	Clear	Other	No	Stop Signs	3	1	Non-Incapacitating	1	41.83158	-71.41284	FALSE	FALSE	State Street and Smith Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.83158	-71.41284	Downtown	12
914	2019-09-19	797016	08:44:00	Bicycle	NA	1	FALSE	FALSE	1	PUBLIC ST	I 95 N	9/19/19	Two-Way , Not Divided	Dry	Daylight	Cloudy	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.80821	-71.40371	FALSE	FALSE	Public Street and I 95 N, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80821	-71.40371	Upper South Providence	11
911	2019-09-20	797129	20:18:00	Bicycle	NA	1	FALSE	FALSE	1	BELLEVUE AVE	DEXTER ST	9/20/19	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Stop Signs	2	1	Non-Incapacitating	NA	41.80744	-71.42869	FALSE	FALSE	Bellevue Ave and Dexter Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.80744	-71.42869	West End	8
912	2019-09-20	802995	19:22:00	Bicycle	NA	1	FALSE	FALSE	1	ELMWOOD AVE	ROGER WILLIAMS AVE	9/20/19	Two-Way, Divided, Positive Median Barrier	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	1	Complains Of Pain	NA	41.7883	-71.4209	FALSE	FALSE	Elmwood Ave and Roger Williams Ave, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.7883	-71.4209	Elmwood	8
910	2019-09-21	797187	19:11:00	Pedestrian	1	NA	FALSE	FALSE	1	ATWELLS AVE	DEAN ST	9/21/19	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	0	No Injury	NA	41.82339	-71.4242	FALSE	FALSE	Atwells Ave and Dean Street, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82339	-71.4242	Federal Hill	13
908	2019-09-22	797245	11:21:00	Pedestrian	1	NA	FALSE	FALSE	1	310 Cranston Street	GILMORE ST	9/22/19	Two-Way , Not Divided	Dry	Daylight	Clear	Sidwswipe, Opposite Direction	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.81336	-71.4281	TRUE	FALSE	310 Cranston Street, Providence, RI, USA	High	Raw	TRUE	FALSE	Raw	41.81336	-71.4281	West End	13
909	2019-09-22	797265	15:18:00	Bicycle	NA	1	FALSE	FALSE	1	39 SALMON ST	SALMON ST	9/22/19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Non-Incapacitating	NA	41.82376	-71.45643	TRUE	FALSE	39 Salmon Street, Providence, RI, USA	High	NA	FALSE	FALSE	Raw	41.82376	-71.45643	Olneyville	6
905	2019-09-23	797371	15:05:00	Pedestrian	1	NA	FALSE	FALSE	1	elmwood ave	CADILLAC DR	9/23/19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.78916	-71.42126	FALSE	FALSE	Elmwood Ave and Cadillac Dr, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.78916	-71.42126	Elmwood	9
906	2019-09-23	797387	16:47:00	Bicycle	NA	1	FALSE	FALSE	1	SERVICE ROAD 8	WESTMINSTER ST	9/23/19	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Complains Of Pain	NA	41.81924	-71.41784	FALSE	FALSE	Service Road 8 and Westminster Street, Providence, RI, USA	Med High	Raw	TRUE	FALSE	Raw	41.81924	-71.41784	Downtown	1
907	2019-09-23	797431	16:43:00	Pedestrian	1	NA	FALSE	FALSE	1	Empire Street	BROADWAY	9/23/19	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	Traffic Control Signal	5	1	Complains Of Pain	NA	41.82255	-71.41742	FALSE	FALSE	Empire Street and Broadway, Providence, RI, USA	Med High	NA	FALSE	FALSE	Raw	41.82255	-71.41742	Downtown	1
902	2019-09-25	797671	21:11:00	Bicycle	NA	1	FALSE	FALSE	1	BROADWAY	VALLEY ST	9/25/19	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.81683	-71.44103	FALSE	FALSE	Broadway and Valley Street, Providence, RI, USA	Med	NA	FALSE	FALSE	Raw	41.81683	-71.44103	Olneyville	15
