row_number	crash_date	crash_report_id	crash_time	collision_type	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	has_st_number	is_intersection_null	address_sent_to_geocoder	api_coord_conf	best_coordinate_set	street_intersects_self	best_coordinate_set_expanded	final_lat	final_lon	pvd_nhood	pvd_wards	geoid20
1854	2016-09-04	452357	22:23:00	Pedestrian	1	NA	FALSE	FALSE	1	MEMORIAL BLVD	FRANCIS ST	2016-09-05	Two-Way, Divided, Positive Median Barrier	Dry	Dark - Lighted	Clear	Other	Yes, M/V and Driver Left Scene	Pavement Markings	5	1	Incapacitating	6	41.82582	-71.4151	FALSE	FALSE	Memorial Blvd and Francis Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82582	-71.4151	Downtown	1	440070008001041
1855	2016-09-03	451810	16:06:00	Pedestrian	1	NA	FALSE	FALSE	1	ELMWOOD AVE	EXIT 17	2016-09-03	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	2	1	Complains Of Pain	NA	41.78853	-71.42091	FALSE	FALSE	Elmwood Ave and Exit 17, Providence, RI, USA	Med	Raw	FALSE	Raw	41.78853	-71.42091	Elmwood	8	440070002005018
1856	2016-09-01	450852	20:28:00	Bicycle	NA	1	FALSE	FALSE	1	CHALKSTONE AVE	CANTON ST	2016-09-01	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Complains Of Pain	NA	41.8323	-71.4425	FALSE	FALSE	Chalkstone Ave and Canton Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.8323	-71.4425	Valley	6	440070022004004
1857	2016-09-01	450909	08:33:00	Bicycle	NA	1	FALSE	FALSE	1	ALEPPO ST	MANTON AVE	2016-09-02	Two-Way, Divided, Unprotected (painted>4feet) Medium	Wet	Daylight	Rain	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	No Controls	3	1	Non-Incapacitating	NA	41.81968	-71.44739	FALSE	FALSE	Aleppo Street and Manton Ave, Providence, RI, USA	Med High	Raw	FALSE	Raw	41.81968	-71.44739	Olneyville	15	440070019003029
1858	2016-08-31	450264	10:43:00	Pedestrian	1	NA	FALSE	FALSE	1	WASHINGTON ST	EMPIRE ST	2016-08-31	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.82182	-71.41645	FALSE	FALSE	Washington Street and Empire Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.82182	-71.41645	Downtown	1	440070008002000
1859	2016-08-31	450273	13:00:00	Bicycle	NA	1	FALSE	FALSE	1	ABRAM ST	BRANCH AVE	2016-08-31	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Other	2	1	Complains Of Pain	NA	41.85412	-71.4307	FALSE	FALSE	Abram Street and Branch Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.85412	-71.4307	Wanskuck	14	440070028022002
1860	2016-08-31	450504	15:33:00	Bicycle	NA	1	FALSE	FALSE	1	broad st	FOSTER ST	2016-08-31	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.81878	-71.41549	FALSE	FALSE	Broad Street and Foster Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.81878	-71.41549	Downtown	1	440070008002007
1861	2016-08-31	450509	16:07:00	Bicycle	NA	1	FALSE	FALSE	1	157 WATERMAN STREET	NA	2016-08-31	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.82762	-71.39503	TRUE	TRUE	157 Waterman Street, Providence, RI, USA	High	NA	FALSE	Raw	41.82762	-71.39503	College Hill	1	440070036013003
1862	2016-08-31	450523	16:49:00	Bicycle	NA	1	FALSE	FALSE	1	S WATER ST	POWER STREET	2016-08-31	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Other	5	1	Non-Incapacitating	NA	41.82239	-71.40603	FALSE	FALSE	S Water Street and Power Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82239	-71.40603	Downtown	1	440070037002030
1863	2016-08-30	449765	08:45:00	Pedestrian	1	NA	FALSE	FALSE	1	STEEPLE ST	CANAL ST	2016-08-30	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	3	41.82719	-71.40988	FALSE	FALSE	Steeple Street and Canal Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82719	-71.40988	Downtown	1	440070008001022
1864	2016-08-30	449809	15:27:00	Bicycle	NA	1	FALSE	FALSE	1	WAITE ST	GENERAL ST	2016-08-30	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	0	No Injury	NA	41.85356	-71.4408	FALSE	FALSE	Waite Street and General Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.85356	-71.4408	Wanskuck	14	440070028011020
1865	2016-08-30	450145	23:09:00	Pedestrian	1	NA	FALSE	FALSE	1	SOUTH WATER ST	WILLIAMS ST	2016-08-31	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Other	Yes, M/V and Driver Left Scene	No Controls	5	1	Incapacitating	2	41.82152	-71.40517	FALSE	FALSE	South Water Street and Williams Street, Providence, RI, USA	Med	Raw	FALSE	Raw	41.82152	-71.40517	Downtown	1	440070037002028
1866	2016-08-28	449368	18:04:00	Pedestrian	1	NA	FALSE	FALSE	1	Public St	GORDON AVE	2016-08-28	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Incapacitating	NA	41.80517	-71.41646	FALSE	FALSE	Public Street and Gordon Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80517	-71.41646	Lower South Providence	11	440070004002007
1867	2016-08-27	449133	16:33:00	Bicycle	NA	1	FALSE	FALSE	1	OXFORD ST	LOUISA ST	2016-08-27	Two-Way , Not Divided	Dry	Daylight	Clear	Head-On (Front - to - Front)	No	No Controls	3	0	No Injury	2	41.80243	-71.40951	FALSE	FALSE	Oxford Street and Louisa Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80243	-71.40951	Lower South Providence	10	440070005001001
1868	2016-08-26	447978	12:57:00	Bicycle	NA	1	FALSE	FALSE	1	CANAL ST	SMITH ST	2016-08-26	One-Way Trafficway	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Traffic Control Signal	2	0	No Injury	NA	41.83142	-71.41134	FALSE	FALSE	Canal Street and Smith Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.83142	-71.41134	College Hill	3	440070031003032
1869	2016-08-24	447187	13:28:00	Pedestrian	1	NA	FALSE	FALSE	1	BOWDOIN ST	KOSSUTH ST	2016-08-24	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.82252	-71.44316	FALSE	FALSE	Bowdoin Street and Kossuth Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82252	-71.44316	Olneyville	15	440070019006007
1870	2016-08-24	447369	08:14:00	Pedestrian	1	NA	FALSE	FALSE	1	WASHINGTON ST	EAST APPROACH	2016-08-24	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	5	1	Fatal	NA	41.82465	-71.41247	FALSE	FALSE	Washington Street and East Approach, Providence, RI, USA	Med	NA	FALSE	Raw	41.82465	-71.41247	Downtown	1	440070008001050
1871	2016-08-23	446764	12:36:00	Pedestrian	1	NA	FALSE	FALSE	1	Chalkstone Ave	ACADEMY AVE	2016-08-23	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	5	1	Complains Of Pain	2	41.83242	-71.44438	FALSE	FALSE	Chalkstone Ave and Academy Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83242	-71.44438	Valley	6	440070022004004
1872	2016-08-22	446247	17:44:00	Pedestrian	1	NA	FALSE	FALSE	1	WEYBOSSET ST	DORRANCE ST	2016-08-22	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.82307	-71.41098	FALSE	FALSE	Weybosset Street and Dorrance Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82307	-71.41098	Downtown	1	440070008003027
1873	2016-08-18	444408	13:04:00	Pedestrian	1	NA	FALSE	FALSE	1	EXCHANGE ST	EXCHANGE TER	2016-08-18	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	4	1	Complains Of Pain	NA	41.82621	-71.41169	FALSE	FALSE	Exchange Street and Exchange Ter, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82621	-71.41169	Downtown	1	440070008001042
1874	2016-08-17	443932	13:55:00	Pedestrian	1	NA	FALSE	FALSE	1	elmwood ave	ELMWOOD AVE	2016-08-17	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	0	No Injury	NA	41.80861	-71.42467	FALSE	FALSE	Elmwood Ave and Elmwood Ave, Providence, RI, USA	Med	Raw	FALSE	Raw	41.80861	-71.42467	Elmwood	11	440070003011000
1875	2016-08-16	443208	14:27:00	Pedestrian	1	NA	FALSE	FALSE	1	WASHINGTON ST	EMPIRE ST	2016-08-16	Two-Way, Divided, Unprotected (painted>4feet) Medium	Wet	Daylight	Sleet, Hail (Freezing Rain or Drizzle)	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.82182	-71.41645	FALSE	FALSE	Washington Street and Empire Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.82182	-71.41645	Downtown	1	440070008002000
1876	2016-08-15	442992	19:18:00	Pedestrian	1	NA	FALSE	FALSE	1	BROADWAY	GREENMAN LN	2016-08-16	Two-Way , Not Divided	Dry	Daylight	Clear	Other	Yes, M/V and Driver Left Scene	Traffic Control Signal	3	1	Non-Incapacitating	4	41.82232	-71.41867	FALSE	FALSE	Broadway and Greenman Ln, Providence, RI, USA	Med	Raw	FALSE	Raw	41.82232	-71.41867	Downtown	1	440070008001064
1877	2016-08-14	442516	23:54:00	Bicycle	NA	1	FALSE	FALSE	1	218 Dexter St	NA	2016-08-15	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	1	Complains Of Pain	NA	41.81049	-71.42865	TRUE	TRUE	218 Dexter Street, Providence, RI, USA	High	NA	FALSE	Raw	41.81049	-71.42865	West End	11	440070014001000
1878	2016-08-14	442589	19:33:00	Pedestrian	1	NA	FALSE	FALSE	1	732 Plainfield St	NA	2016-08-15	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.81063	-71.46222	TRUE	TRUE	732 Plainfield Street, Providence, RI, USA	High	NA	FALSE	Raw	41.81063	-71.46222	Silver Lake	7	440070017003006
1879	2016-08-13	442208	17:21:00	Pedestrian	1	NA	FALSE	FALSE	1	850 MANTON AVE	CHALKSTONE AVE	2016-08-13	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	6	1	Incapacitating	NA	41.83391	-71.46721	TRUE	FALSE	850 Manton Ave, Providence, RI, USA	High	Raw	FALSE	Raw	41.83391	-71.46721	Manton	6	440070020002029
1880	2016-08-13	442221	16:54:00	Bicycle	NA	1	FALSE	FALSE	1	North Main St.	Olney St.	2016-08-13	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.83522	-71.4098	FALSE	FALSE	North Main St. and Olney St., Providence, RI, USA	Med	NA	FALSE	Raw	41.83522	-71.4098	Mount Hope	3	440070031004004
1881	2016-08-12	442044	02:18:00	Pedestrian	2	NA	FALSE	FALSE	1	115 Harris Ave	HARRIS AVE EXIT 22C	2016-08-13	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	2	Complains Of Pain	NA	41.82692	-71.4245	TRUE	FALSE	115 Harris Ave, Providence, RI, USA	High	NA	FALSE	Raw	41.82692	-71.4245	Smith Hill	13	440070025003006
1882	2016-08-11	441292	18:09:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	VERNDALE AVE	2016-08-11	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	4	1	Complains Of Pain	2	41.79177	-71.40668	FALSE	FALSE	Broad Street and Verndale Ave, Providence, RI, USA	Med	NA	FALSE	Raw	41.79177	-71.40668	Washington Park	10	440070001023002
1883	2016-08-08	438786	12:19:00	Bicycle	NA	1	FALSE	FALSE	1	CRANSTON ST	ALTHEA ST	2016-08-08	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.80766	-71.43514	FALSE	FALSE	Cranston Street and Althea Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80766	-71.43514	West End	8	440070014003006
1884	2016-08-06	437950	17:14:00	Bicycle	NA	1	FALSE	FALSE	1	POCASSET AVE	BANCROFT ST	2016-08-06	Two-Way , Not Divided	Dry	Daylight	Clear	Sidwswipe, Opposite Direction	No	Unknown	2	0	No Injury	NA	41.81334	-71.44837	FALSE	FALSE	Pocasset Ave and Bancroft Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.81334	-71.44837	Silver Lake	15	440070016012014
1885	2016-08-05	437609	17:08:00	Bicycle	NA	1	FALSE	FALSE	1	WHITMARSH ST	BUCKLIN ST	2016-08-05	Two-Way , Not Divided	Dry	Daylight	Clear	Other	No	No Controls	5	1	Complains Of Pain	NA	41.80593	-71.42659	FALSE	FALSE	Whitmarsh Street and Bucklin Street, Providence, RI, USA	Med High	Raw	FALSE	Raw	41.80593	-71.42659	West End	9	440070003011008
1886	2016-08-03	436672	14:23:00	Bicycle	NA	1	FALSE	FALSE	1	BROAD ST	EARLY ST	2016-08-03	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Other	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.79526	-71.41102	FALSE	FALSE	Broad Street and Early Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.79526	-71.41102	Elmwood	9	440070002005005
1887	2016-08-03	442363	14:09:00	Pedestrian	2	NA	FALSE	FALSE	1	N MAIN ST	DOYLE AVE	2016-08-09	Two-Way, Divided, Positive Median Barrier	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, Driver Left Scene	Pavement Markings	2	0	No Injury	NA	41.83833	-71.40923	FALSE	FALSE	N Main Street and Doyle Ave, Providence, RI, USA	Med	NA	FALSE	Raw	41.83833	-71.40923	College Hill	3	440070031004003
1888	2016-08-01	435237	08:23:00	Pedestrian	3	NA	FALSE	FALSE	1	CHALKSTONE AVE	FALLON AVE	2016-08-01	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	7	1	Non-Incapacitating	NA	41.83235	-71.44388	FALSE	FALSE	Chalkstone Ave and Fallon Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83235	-71.44388	Valley	6	440070022004004
1889	2016-07-30	434313	11:26:00	Bicycle	NA	1	FALSE	FALSE	1	CRANSTON ST	ALTHEA ST	2016-07-30	Two-Way , Not Divided	Dry	Daylight	Clear	Sidwswipe, Opposite Direction	No	Traffic Control Signal	4	1	Complains Of Pain	NA	41.80773	-71.43508	FALSE	FALSE	Cranston Street and Althea Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80773	-71.43508	West End	8	440070014003006
1890	2016-07-29	434240	21:32:00	Bicycle	NA	1	FALSE	FALSE	1	River Ave	Pleasant Valley Prkwy	2016-07-30	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Complains Of Pain	NA	41.83528	-71.43912	FALSE	FALSE	River Ave and Pleasant Valley Prkwy, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83528	-71.43912	Elmhurst	5	440070023003000
1891	2016-07-28	433523	09:50:00	Bicycle	NA	1	FALSE	FALSE	1	WESTMINSTER ST EXIT	WESTMINSTER ST	2016-07-28	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.81576	-71.43865	FALSE	FALSE	Westminster Street Exit and Westminster Street, Providence, RI, USA	Med	Raw	FALSE	Raw	41.81576	-71.43865	West End	13	440070013004000
1892	2016-07-28	434140	22:30:00	Pedestrian	1	NA	FALSE	FALSE	1	WHIPPLE ST	GEOFFREYS CT	2016-07-29	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Unknown	Yes, M/V and Driver Left Scene	No Controls	1	1	Incapacitating	NA	41.83708	-71.42139	FALSE	FALSE	Whipple Street and Geoffreys Ct, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83708	-71.42139	Smith Hill	4	440070026002004
1893	2016-07-21	429399	12:30:00	Pedestrian	1	NA	FALSE	FALSE	1	HAWKINS ST	BRANCH AVE	2016-07-21	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	4	1	Complains Of Pain	NA	41.8509	-71.42142	FALSE	FALSE	Hawkins Street and Branch Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.8509	-71.42142	Charles	4	440070029004005
1894	2016-07-21	429438	13:40:00	Pedestrian	1	NA	FALSE	FALSE	1	DUDLEY ST	CULVER ST	2016-07-21	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	0	No Injury	NA	41.81069	-71.40797	FALSE	FALSE	Dudley Street and Culver Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.81069	-71.40797	Upper South Providence	11	440070006002000
1895	2016-07-21	429439	14:02:00	Pedestrian	1	NA	FALSE	FALSE	1	MEETING ST	THAYER ST	2016-07-21	One-Way Trafficway	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.82916	-71.40079	FALSE	FALSE	Meeting Street and Thayer Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82916	-71.40079	College Hill	2	440070036023006
1896	2016-07-21	429720	21:26:00	Bicycle	NA	1	FALSE	FALSE	1	WASHINGTON ST	SNOW ST	2016-07-21	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	2	41.82252	-71.4155	FALSE	FALSE	Washington Street and Snow Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82252	-71.4155	Downtown	1	440070008001070
1897	2016-07-20	428996	16:55:00	Pedestrian	1	NA	FALSE	FALSE	1	LINDEN AVE	ELMWOOD AVE	2016-07-20	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.78612	-71.41951	FALSE	FALSE	Linden Ave and Elmwood Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.78612	-71.41951	South Elmwood	9	440070001024008
1898	2016-07-18	427535	12:52:00	Pedestrian	3	NA	FALSE	FALSE	1	ROCHAMBEAU AVE	HOPE ST	2016-07-18	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Pavement Markings	8	3	Non-Incapacitating	NA	41.84691	-71.39615	FALSE	FALSE	Rochambeau Ave and Hope Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.84691	-71.39615	Mount Hope	3	440070033003023
1899	2016-07-18	427575	13:41:00	Bicycle	NA	1	FALSE	FALSE	1	111 POINT ST	CHESTNUT ST	2016-07-18	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Right Angle (Includes Broadside)	No	Stop Signs	3	0	No Injury	NA	41.81626	-71.408	TRUE	FALSE	111 Point Street, Providence, RI, USA	High	NA	FALSE	Raw	41.81626	-71.408	Downtown	1	440070006001022
1900	2016-07-17	426919	02:03:00	Bicycle	NA	1	FALSE	FALSE	1	INDIA ST	BRIDGE ST	2016-07-17	One-Way Trafficway	Dry	Dark - Lighted	Clear	Sideswipe, Same Direction	No	No Controls	4	0	No Injury	NA	41.81828	-71.40226	FALSE	FALSE	India Street and Bridge Street, Providence, RI, USA	Med High	Geocoded	FALSE	Amended	41.81579550000001	-71.4002189	Fox Point	1	440070037002003
1901	2016-07-16	426774	02:20:00	Pedestrian	1	NA	FALSE	FALSE	1	HARTFORD AVE	MERINO ST	2016-07-16	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.81891	-71.46106	FALSE	FALSE	Hartford Ave and Merino Street, Providence, RI, USA	Med High	Geocoded	FALSE	Amended	41.8186529	-71.4591219	Hartford	7	440070018002018
1902	2016-07-16	426866	16:27:00	Bicycle	NA	1	FALSE	FALSE	1	UPDIKE ST	MAWNEY ST	2016-07-16	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	1	Complains Of Pain	2	41.80364	-71.42239	FALSE	FALSE	Updike Street and Mawney Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80364	-71.42239	Elmwood	9	440070003023005
1903	2016-07-15	426690	20:48:00	Pedestrian	1	NA	FALSE	FALSE	1	ATWELLS AVE	DE PASQUALE AVE	2016-07-15	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.82359	-71.42694	FALSE	FALSE	Atwells Ave and De Pasquale Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82359	-71.42694	Federal Hill	13	440070009002000
1904	2016-07-14	426160	12:11:00	Pedestrian	1	NA	FALSE	FALSE	1	ELMWOOD AVE	ELMWOOD AVE	2016-07-14	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	1	Complains Of Pain	NA	41.8037	-71.42567	FALSE	FALSE	Elmwood Ave and Elmwood Ave, Providence, RI, USA	Med	Raw	TRUE	Raw	41.8037	-71.42567	Elmwood	9	440070003023004
1905	2016-07-14	426361	20:58:00	Pedestrian	1	NA	FALSE	FALSE	1	241 Jewett St	NA	2016-07-14	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.83239	-71.42645	TRUE	TRUE	241 Jewett Street, Providence, RI, USA	High	NA	FALSE	Raw	41.83239	-71.42645	Smith Hill	12	440070025002005
1906	2016-07-13	425862	09:51:00	Bicycle	NA	1	FALSE	FALSE	1	BROAD ST	CHESTNUT ST	2016-07-13	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	3	41.82003	-71.41432	FALSE	FALSE	Broad Street and Chestnut Street, Providence, RI, USA	Med High	Raw	FALSE	Raw	41.82003	-71.41432	Downtown	1	440070008002004
1907	2016-07-13	425930	17:40:00	Bicycle	NA	1	FALSE	FALSE	1	LINWOOD AVE	UNION AVE	2016-07-13	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	2	41.80885	-71.43939	FALSE	FALSE	Linwood Ave and Union Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80885	-71.43939	West End	8	440070014003005
1908	2016-07-11	425191	18:49:00	Bicycle	NA	1	FALSE	FALSE	1	ROANOKE ST	ACADEMY AVE	2016-07-11	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.83168	-71.44442	FALSE	FALSE	Roanoke Street and Academy Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83168	-71.44442	Mount Pleasant	6	440070021025003
1909	2016-07-11	425583	16:20:00	Bicycle	NA	1	FALSE	FALSE	1	BROAD ST	BROAD ST	2016-07-11	Two-Way , Not Divided	Dry	Daylight	Clear	Angle (Front - to - Side) Same Direction	No	No Controls	2	1	Complains Of Pain	NA	41.8057	-71.41977	FALSE	FALSE	Broad Street and Broad Street, Providence, RI, USA	Med	Raw	TRUE	Raw	41.8057	-71.41977	Upper South Providence	9	440070003022001
1910	2016-07-09	424339	12:27:00	Bicycle	NA	2	FALSE	FALSE	1	WEYBOSSET ST	ABBOTT PARK PL	2016-07-09	Two-Way , Not Divided	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.8205	-71.41363	FALSE	FALSE	Weybosset Street and Abbott Park Pl, Providence, RI, USA	Med High	NA	FALSE	Raw	41.8205	-71.41363	Downtown	1	440070008003067
1911	2016-07-06	423317	12:03:00	Bicycle	NA	1	FALSE	FALSE	1	Broadway	ATWELLS AVE	2016-07-06	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.82311	-71.42008	FALSE	FALSE	Broadway and Atwells Ave, Providence, RI, USA	Med	Geocoded	FALSE	Amended	41.8224334	-71.41849549999999	Downtown	1	440070008001064
1912	2016-07-06	423866	14:04:00	Pedestrian	1	NA	FALSE	FALSE	1	WESTMINSTER ST	BRIDGHAM ST	2016-07-07	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Non-Incapacitating	NA	41.8169	-71.42848	FALSE	FALSE	Westminster Street and Bridgham Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.8169	-71.42848	West End	13	440070012002000
1913	2016-07-05	423024	16:19:00	Pedestrian	1	NA	FALSE	FALSE	1	WASHINGTON STREET	EMPIRE ST	2016-07-05	Two-Way , Not Divided	Dry	Daylight	Clear	Angle - Direction Not Specified	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.82182	-71.41645	FALSE	FALSE	Washington Street and Empire Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.82182	-71.41645	Downtown	1	440070008002000
